,Montreal,Vancouver,Ottawa,Toronto,Victoria,St. John's,Edmonton,Calgary,Moncton,Fredericton,Quebec,Regina,Saskatoon,Winnipeg,Halifax
2017-05-10,0,1,2,2,3,4,11,12,15,21,,,,,
2017-05-11,1,0,3,3,4,5,12,13,16,22,,,,,
2017-05-12,2,0,4,0,0,6,13,14,17,23,,,,,
2017-05-13,3,0,5,1,0,7,14,15,18,24,,,,,
2017-05-14,4,0,6,2,0,8,15,16,19,25,,,,,
2017-05-15,5,0,7,3,0,9,16,17,20,26,,,,,
2017-05-16,6,0,8,4,0,10,0,0,21,27,,,,,
2017-05-17,7,0,9,5,0,11,1,1,22,28,,,,,
2017-05-18,8,1,10,6,0,0,2,0,23,29,,,,,
2017-05-19,9,2,11,7,0,1,3,1,24,30,,,,,
2017-05-20,0,0,0,8,1,2,4,2,25,31,,,,,
2017-05-21,1,0,1,9,2,3,0,3,0,32,,,,,
2017-05-22,2,0,2,10,3,0,1,4,0,33,,,,,
2017-05-23,3,0,3,11,4,0,2,5,1,34,,,,,
2017-05-24,4,0,4,12,0,1,3,6,2,35,,,,,
2017-05-25,5,0,5,13,0,0,4,7,3,36,,,,,
2017-05-26,6,0,6,0,0,0,5,8,4,37,,,,,
2017-05-27,7,1,7,0,1,1,6,9,5,38,,,,,
2017-05-28,8,2,8,0,2,0,7,10,6,0,,,,,
2017-05-29,9,3,9,1,0,1,8,11,7,1,,,,,
2017-05-30,10,4,10,2,1,2,9,12,8,2,,,,,
2017-05-31,11,5,11,3,0,3,10,13,9,3,,,,,
2017-06-01,12,6,12,4,1,4,11,14,10,4,,,,,
2017-06-02,13,7,13,5,2,5,12,15,11,5,,,,,
2017-06-03,14,0,14,6,0,6,13,16,12,0,,,,,
2017-06-04,15,0,15,7,1,7,14,17,13,0,,,,,
2017-06-05,16,0,16,8,2,8,15,18,0,0,,,,,
2017-06-06,17,1,17,9,3,0,16,19,0,1,,,,,
2017-06-07,0,2,18,0,4,0,17,20,1,2,,,,,
2017-06-08,1,0,19,1,5,0,18,21,2,3,,,,,
2017-06-09,2,0,20,2,0,1,19,22,3,4,,,,,
2017-06-10,3,0,21,3,1,2,20,23,4,5,,,,,
2017-06-11,4,0,22,4,2,3,21,24,5,6,,,,,
2017-06-12,5,1,23,5,3,4,22,25,6,7,,,,,
2017-06-13,6,2,24,6,4,5,23,26,7,8,,,,,
2017-06-14,7,3,25,7,5,0,24,27,8,9,,,,,
2017-06-15,8,4,26,8,6,0,25,28,9,10,,,,,
2017-06-16,9,5,27,9,7,1,26,29,0,0,,,,,
2017-06-17,10,6,28,10,8,2,27,30,1,1,,,,,
2017-06-18,11,0,29,11,9,3,28,31,2,2,,,,,
2017-06-19,12,1,30,12,10,4,0,0,3,3,,,,,
2017-06-20,13,2,31,13,11,5,1,1,4,4,,,,,
2017-06-21,14,3,32,0,0,6,2,0,5,5,,,,,
2017-06-22,15,0,0,0,0,7,3,1,6,6,,,,,
2017-06-23,16,0,1,1,0,8,0,2,7,0,,,,,
2017-06-24,17,0,2,2,0,9,0,3,8,1,,,,,
2017-06-25,18,1,3,0,1,10,1,0,9,2,,,,,
2017-06-26,19,2,4,0,2,11,2,1,10,3,,,,,
2017-06-27,20,0,0,0,0,12,3,2,11,4,,,,,
2017-06-28,21,0,1,0,0,13,4,0,12,5,,,,,
2017-06-29,22,0,2,1,0,14,0,1,13,0,,,,,
2017-06-30,23,1,3,2,1,15,1,2,14,1,,,,,
2017-07-01,24,0,4,3,2,0,2,3,15,2,,,,,
2017-07-02,25,0,5,4,0,0,3,0,16,3,,,,,
2017-07-03,26,1,6,5,1,1,4,1,17,4,,,,,
2017-07-04,0,2,0,6,0,0,0,0,0,5,,,,,
2017-07-05,0,0,0,7,0,0,1,1,0,0,,,,,
2017-07-06,1,1,1,8,1,1,2,2,1,0,,,,,
2017-07-07,2,2,2,9,0,2,3,3,2,1,,,,,
2017-07-08,3,0,3,10,0,3,4,4,3,2,,,,,
2017-07-09,0,1,0,11,1,4,5,5,4,3,,,,,
2017-07-10,1,2,1,12,2,5,6,6,5,4,,,,,
2017-07-11,2,0,2,13,3,6,7,7,6,5,,,,,
2017-07-12,3,1,3,14,4,7,8,8,7,6,,,,,
2017-07-13,0,2,4,0,5,8,9,9,8,7,,,,,
2017-07-14,0,3,5,1,0,9,0,10,0,8,,,,,
2017-07-15,1,4,6,2,1,10,1,11,1,9,,,,,
2017-07-16,2,5,7,3,2,11,2,12,2,10,,,,,
2017-07-17,3,0,8,4,3,12,3,13,3,11,,,,,
2017-07-18,4,0,9,5,4,13,0,0,4,12,,,,,
2017-07-19,5,0,10,6,0,14,0,0,5,13,,,,,
2017-07-20,6,1,11,7,1,15,0,0,6,14,,,,,
2017-07-21,7,2,12,8,2,16,1,1,7,15,,,,,
2017-07-22,8,3,13,9,3,17,2,2,0,16,,,,,
2017-07-23,0,4,14,10,4,18,3,3,0,0,,,,,
2017-07-24,1,5,15,11,5,19,0,0,0,0,,,,,
2017-07-25,2,6,16,12,6,20,1,0,0,1,,,,,
2017-07-26,3,7,17,13,7,21,2,1,0,0,,,,,
2017-07-27,4,8,18,14,8,22,3,2,0,0,,,,,
2017-07-28,0,0,0,15,9,23,4,3,0,1,,,,,
2017-07-29,0,0,1,16,10,24,5,4,0,2,,,,,
2017-07-30,0,1,0,17,11,25,6,5,0,0,,,,,
2017-07-31,1,0,1,18,12,26,7,6,0,0,,,,,
2017-08-01,0,1,2,19,13,27,8,7,1,1,,,,,
2017-08-02,1,2,3,20,14,28,0,8,0,0,,,,,
2017-08-03,2,3,4,21,15,29,0,9,1,1,,,,,
2017-08-04,3,4,5,22,16,30,1,10,2,2,,,,,
2017-08-05,4,5,6,23,17,31,2,0,3,3,,,,,
2017-08-06,0,6,0,0,18,0,3,0,4,4,,,,,
2017-08-07,1,7,0,1,19,1,0,0,5,5,,,,,
2017-08-08,2,8,1,0,20,2,1,1,0,6,,,,,
2017-08-09,3,9,2,1,21,3,0,2,0,7,,,,,
2017-08-10,4,10,3,2,22,4,0,3,1,8,,,,,
2017-08-11,5,11,4,3,0,5,0,4,2,9,,,,,
2017-08-12,6,0,5,4,1,6,1,0,3,10,,,,,
2017-08-13,7,1,6,5,2,7,2,1,4,11,,,,,
2017-08-14,8,0,7,6,3,8,3,2,0,12,,,,,
2017-08-15,9,0,8,7,0,0,4,0,1,13,,,,,
2017-08-16,10,0,9,8,1,1,5,1,0,0,,,,,
2017-08-17,11,1,10,9,2,2,6,2,0,0,,,,,
2017-08-18,12,0,11,10,3,0,7,0,1,0,,,,,
2017-08-19,13,1,12,11,4,0,8,1,2,1,,,,,
2017-08-20,14,2,13,0,0,1,9,0,3,2,,,,,
2017-08-21,15,3,14,1,1,2,0,1,4,3,,,,,
2017-08-22,16,4,15,2,2,3,1,2,5,4,,,,,
2017-08-23,17,5,16,0,3,4,2,3,6,5,,,,,
2017-08-24,18,6,17,0,4,5,3,4,7,6,,,,,
2017-08-25,0,7,0,0,5,6,4,5,8,0,,,,,
2017-08-26,0,0,0,0,6,0,0,6,0,0,,,,,
2017-08-27,0,0,0,0,7,0,0,7,0,0,,,,,
2017-08-28,0,1,1,1,8,0,1,8,0,0,,,,,
2017-08-29,1,2,2,2,9,1,2,9,1,0,,,,,
2017-08-30,0,3,0,0,10,2,3,10,2,1,,,,,
2017-08-31,0,4,0,0,11,3,4,11,0,0,,,,,
2017-09-01,0,5,0,0,12,4,5,12,1,0,,,,,
2017-09-02,0,6,0,0,13,5,6,13,2,1,,,,,
2017-09-03,1,7,1,1,14,6,7,14,0,0,,,,,
2017-09-04,2,8,2,2,15,7,8,15,1,1,,,,,
2017-09-05,3,9,3,3,16,8,9,16,2,2,,,,,
2017-09-06,4,10,4,4,17,9,10,17,3,3,,,,,
2017-09-07,5,11,5,0,18,10,11,18,4,4,,,,,
2017-09-08,6,12,6,0,19,11,12,19,5,5,,,,,
2017-09-09,7,13,7,0,20,12,13,20,6,6,,,,,
2017-09-10,0,14,8,0,21,13,14,21,7,7,,,,,
2017-09-11,0,15,9,0,22,14,15,22,8,8,,,,,
2017-09-12,1,16,10,1,23,15,16,23,9,9,,,,,
2017-09-13,2,17,11,2,24,16,17,24,10,10,,,,,
2017-09-14,3,18,12,3,25,17,18,0,11,11,,,,,
2017-09-15,4,0,13,4,26,18,0,1,12,12,,,,,
2017-09-16,5,1,14,5,0,19,1,0,13,13,,,,,
2017-09-17,6,0,15,6,0,20,2,0,14,14,,,,,
2017-09-18,7,0,16,7,0,21,3,1,15,15,,,,,
2017-09-19,8,0,17,8,0,22,4,0,16,16,,,,,
2017-09-20,9,0,18,9,1,23,5,0,17,17,,,,,
2017-09-21,10,1,19,10,0,24,6,1,0,18,,,,,
2017-09-22,11,0,20,11,1,25,7,0,0,19,,,,,
2017-09-23,12,1,21,12,2,26,8,0,1,20,,,,,
2017-09-24,13,2,22,13,3,27,9,0,2,21,,,,,
2017-09-25,14,3,23,14,4,28,10,1,3,22,,,,,
2017-09-26,15,4,24,15,5,29,11,2,4,23,,,,,
2017-09-27,16,5,25,16,6,30,12,3,5,24,,,,,
2017-09-28,17,6,26,0,7,31,13,4,6,25,,,,,
2017-09-29,0,7,0,0,8,32,14,5,7,26,,,,,
2017-09-30,1,8,0,0,9,0,15,6,8,27,,,,,
2017-10-01,2,0,0,0,10,1,16,7,0,0,,,,,
2017-10-02,3,0,0,1,0,2,17,8,0,0,,,,,
2017-10-03,4,1,1,2,0,0,18,0,0,0,,,,,
2017-10-04,5,0,2,3,0,0,19,1,1,1,,,,,
2017-10-05,6,0,3,4,0,1,20,2,2,2,,,,,
2017-10-06,7,0,4,5,0,2,21,3,3,3,,,,,
2017-10-07,8,0,5,6,0,3,22,4,4,4,,,,,
2017-10-08,9,0,6,7,0,4,0,5,5,5,,,,,
2017-10-09,10,1,7,8,0,5,1,6,6,6,,,,,
2017-10-10,11,2,8,9,1,6,2,7,7,7,,,,,
2017-10-11,12,3,9,10,2,7,3,8,8,8,,,,,
2017-10-12,13,4,10,11,3,8,4,9,9,9,,,,,
2017-10-13,14,5,11,12,0,9,0,10,10,0,,,,,
2017-10-14,15,6,12,13,0,10,1,0,11,1,,,,,
2017-10-15,16,7,13,14,0,11,2,1,12,2,,,,,
2017-10-16,0,8,14,15,1,12,3,2,13,3,,,,,
2017-10-17,1,9,15,16,2,13,4,3,14,4,,,,,
2017-10-18,2,0,16,17,0,0,5,4,15,5,,,,,
2017-10-19,3,1,17,18,1,1,6,5,16,6,,,,,
2017-10-20,4,0,18,19,0,2,7,6,17,7,,,,,
2017-10-21,5,1,19,20,1,3,8,7,18,8,,,,,
2017-10-22,6,2,20,21,2,0,9,8,19,9,,,,,
2017-10-23,7,3,21,22,3,0,10,9,0,0,,,,,
2017-10-24,8,4,22,23,4,1,11,10,1,1,,,,,
2017-10-25,9,5,23,24,0,2,12,11,2,2,,,,,
2017-10-26,10,6,24,25,1,3,0,12,3,3,,,,,
2017-10-27,11,0,25,26,2,4,1,13,4,4,,,,,
2017-10-28,12,1,26,27,3,5,2,14,5,5,,,,,
2017-10-29,13,2,27,28,4,6,3,15,6,6,,,,,
2017-10-30,14,0,28,29,5,7,0,16,7,7,,,,,
2017-10-31,15,0,29,30,0,8,0,17,8,8,,,,,
2017-11-01,16,0,30,31,0,9,0,0,0,9,,,,,
2017-11-02,17,0,31,32,0,0,0,0,1,10,,,,,
2017-11-03,18,0,32,33,0,1,0,0,2,11,,,,,
2017-11-04,19,0,33,34,0,2,0,0,3,12,,,,,
2017-11-05,20,0,34,35,0,0,0,0,4,13,,,,,
2017-11-06,21,0,35,36,0,1,0,0,5,14,,,,,
2017-11-07,22,0,36,37,0,2,0,0,6,15,,,,,
2017-11-08,0,0,37,38,1,3,0,0,7,16,,,,,
2017-11-09,1,1,38,0,2,4,0,0,8,17,,,,,
2017-11-10,0,2,0,0,3,5,1,1,0,18,,,,,
2017-11-11,0,3,0,0,4,6,2,2,0,0,,,,,
2017-11-12,1,4,1,1,5,7,3,3,0,0,,,,,
2017-11-13,2,5,2,2,6,0,4,4,0,0,,,,,
2017-11-14,3,6,3,3,7,1,5,5,1,1,,,,,
2017-11-15,4,7,4,4,8,2,6,6,2,2,,,,,
2017-11-16,5,8,5,5,9,3,7,0,3,3,,,,,
2017-11-17,0,9,0,6,10,4,8,1,4,4,,,,,
2017-11-18,0,10,1,7,11,5,0,2,5,5,,,,,
2017-11-19,1,11,2,8,12,6,1,3,6,6,,,,,
2017-11-20,0,12,3,9,13,7,2,4,0,0,,,,,
2017-11-21,1,13,4,10,14,8,0,5,0,0,,,,,
2017-11-22,2,14,0,11,15,9,1,6,1,1,,,,,
2017-11-23,0,15,1,12,16,0,2,7,2,2,,,,,
2017-11-24,1,16,2,13,17,1,3,8,3,3,,,,,
2017-11-25,2,17,3,14,18,2,4,9,4,4,,,,,
2017-11-26,0,18,4,15,19,3,5,10,5,5,,,,,
2017-11-27,0,19,0,16,20,4,6,11,6,6,,,,,
2017-11-28,0,20,0,17,21,0,7,12,7,7,,,,,
2017-11-29,1,21,1,18,22,1,8,13,8,8,,,,,
2017-11-30,2,22,2,19,23,2,9,14,9,9,,,,,
2017-12-01,3,23,3,20,24,3,10,15,10,10,,,,,
2017-12-02,4,24,4,21,25,4,11,16,11,11,,,,,
2017-12-03,5,25,5,22,26,5,12,17,12,12,,,,,
2017-12-04,6,26,6,23,27,6,13,18,13,13,,,,,
2017-12-05,7,27,7,24,28,7,14,19,14,14,,,,,
2017-12-06,8,28,8,25,29,8,15,20,15,15,,,,,
2017-12-07,9,29,9,26,30,9,16,21,16,16,,,,,
2017-12-08,10,30,10,27,31,10,17,22,17,17,,,,,
2017-12-09,11,31,11,28,32,11,18,23,18,18,,,,,
2017-12-10,12,32,12,29,33,12,19,24,19,19,,,,,
2017-12-11,13,0,13,30,0,13,20,25,20,20,,,,,
2017-12-12,14,1,14,31,1,14,21,26,21,21,,,,,
2017-12-13,15,2,15,0,2,15,22,27,22,22,,,,,
2017-12-14,16,3,16,0,3,16,23,28,23,23,,,,,
2017-12-15,17,4,0,1,4,17,24,29,24,24,,,,,
2017-12-16,18,5,1,2,5,18,25,30,25,25,,,,,
2017-12-17,19,6,2,3,6,19,26,31,26,26,,,,,
2017-12-18,20,7,3,4,7,20,27,32,27,0,,,,,
2017-12-19,21,8,4,5,8,21,28,33,28,1,,,,,
2017-12-20,22,0,5,6,0,22,29,34,29,2,,,,,
2017-12-21,0,0,0,7,0,23,30,35,0,3,,,,,
2017-12-22,0,0,0,0,1,24,31,36,0,0,,,,,
2017-12-23,0,0,1,1,0,25,32,37,0,1,,,,,
2017-12-24,1,0,2,2,0,26,33,38,1,2,,,,,
2017-12-25,2,1,3,3,1,27,0,0,2,3,,,,,
2017-12-26,0,2,0,0,2,28,0,0,3,4,,,,,
2017-12-27,0,0,0,0,3,29,1,0,0,0,,,,,
2017-12-28,0,1,0,0,4,30,2,0,0,1,,,,,
2017-12-29,0,2,0,0,5,31,0,0,1,0,,,,,
2017-12-30,0,3,0,0,6,32,0,0,0,0,,,,,
2017-12-31,0,4,0,0,7,33,0,0,0,0,,,,,
2018-01-01,0,5,0,0,8,34,0,0,1,1,,,,,
2018-01-02,1,6,1,1,9,35,1,1,2,2,,,,,
2018-01-03,2,7,2,2,10,36,2,2,3,0,,,,,
2018-01-04,3,8,3,0,11,37,3,3,4,1,,,,,
2018-01-05,0,9,4,0,12,38,4,4,5,2,,,,,
2018-01-06,0,10,0,0,13,39,5,5,6,3,,,,,
2018-01-07,1,11,1,1,14,40,6,6,0,4,,,,,
2018-01-08,2,12,2,2,15,41,7,7,1,5,,,,,
2018-01-09,3,13,3,3,16,42,8,8,2,6,,,,,
2018-01-10,0,14,0,4,17,43,9,0,3,7,,,,,
2018-01-11,1,15,1,5,18,44,0,0,4,8,,,,,
2018-01-12,2,16,2,6,19,45,1,0,5,9,,,,,
2018-01-13,3,17,3,7,20,46,0,0,6,10,,,,,
2018-01-14,0,18,0,0,21,47,0,1,7,11,,,,,
2018-01-15,0,19,0,1,22,48,1,2,0,12,,,,,
2018-01-16,1,20,1,2,23,49,2,3,1,13,,,,,
2018-01-17,2,21,2,3,24,50,3,4,2,14,,,,,
2018-01-18,3,22,3,4,25,51,4,5,3,15,,,,,
2018-01-19,4,23,4,5,26,52,5,6,4,16,,,,,
2018-01-20,5,24,5,6,27,0,6,7,5,17,,,,,
2018-01-21,6,25,6,7,28,1,7,8,6,18,,,,,
2018-01-22,7,26,7,8,29,0,8,9,7,19,,,,,
2018-01-23,8,27,8,9,30,1,9,0,8,20,,,,,
2018-01-24,9,28,9,10,31,2,10,1,9,21,,,,,
2018-01-25,10,29,10,11,32,3,11,2,10,22,,,,,
2018-01-26,11,30,11,12,33,4,12,0,11,23,,,,,
2018-01-27,12,31,12,13,34,5,0,0,12,0,,,,,
2018-01-28,13,32,13,14,35,6,0,0,13,1,,,,,
2018-01-29,14,33,14,15,36,7,1,1,14,2,,,,,
2018-01-30,15,34,15,16,37,8,2,2,15,3,,,,,
2018-01-31,16,35,16,17,38,9,0,3,0,4,,,,,
2018-02-01,17,36,17,18,39,10,1,0,1,5,,,,,
2018-02-02,18,37,18,19,40,11,2,0,2,6,,,,,
2018-02-03,19,38,19,20,41,12,0,1,3,7,,,,,
2018-02-04,20,39,20,21,42,13,0,0,4,8,,,,,
2018-02-05,21,40,21,22,43,14,1,1,5,9,,,,,
2018-02-06,22,41,22,23,44,15,2,2,6,10,,,,,
2018-02-07,23,42,23,24,45,16,3,3,7,11,,,,,
2018-02-08,0,43,0,25,46,17,0,4,8,12,,,,,
2018-02-09,1,44,1,26,47,18,0,0,9,0,,,,,
2018-02-10,2,0,2,27,48,19,1,1,10,1,,,,,
2018-02-11,3,1,3,28,49,20,0,0,11,2,,,,,
2018-02-12,4,0,4,29,0,21,0,0,12,3,,,,,
2018-02-13,5,0,5,30,0,0,1,1,13,4,,,,,
2018-02-14,6,1,6,31,1,0,0,0,14,5,,,,,
2018-02-15,7,0,7,32,0,1,0,0,15,6,,,,,
2018-02-16,8,1,8,33,1,2,0,0,16,7,,,,,
2018-02-17,9,2,9,34,2,0,1,0,17,8,,,,,
2018-02-18,10,0,10,35,0,0,0,0,18,9,,,,,
2018-02-19,11,0,11,36,0,1,0,0,19,10,,,,,
2018-02-20,12,0,12,37,0,2,0,0,20,11,,,,,
2018-02-21,13,0,13,38,0,3,0,0,21,12,,,,,
2018-02-22,14,0,14,39,0,0,1,1,22,13,,,,,
2018-02-23,15,0,15,40,0,0,2,2,23,14,,,,,
2018-02-24,16,0,16,41,1,1,3,3,24,15,,,,,
2018-02-25,17,1,17,42,2,2,4,4,25,16,,,,,
2018-02-26,18,0,18,43,0,0,5,5,26,17,,,,,
2018-02-27,19,1,19,44,1,1,6,6,27,18,,,,,
2018-02-28,20,2,20,45,2,2,7,7,28,19,,,,,
2018-03-01,21,3,21,46,3,3,8,8,29,20,,,,,
2018-03-02,22,0,22,47,4,4,9,9,30,21,,,,,
2018-03-03,23,1,23,48,5,5,10,10,31,22,,,,,
2018-03-04,24,2,24,49,6,6,11,11,32,23,,,,,
2018-03-05,25,3,25,50,7,7,12,0,33,24,,,,,
2018-03-06,26,4,26,51,8,8,13,0,34,25,,,,,
2018-03-07,27,0,27,52,0,9,14,0,35,26,,,,,
2018-03-08,28,1,28,53,1,10,15,1,36,27,,,,,
2018-03-09,29,2,29,54,0,11,16,2,37,28,,,,,
2018-03-10,30,0,30,55,0,12,17,3,38,29,,,,,
2018-03-11,31,0,31,56,0,13,18,4,39,30,,,,,
2018-03-12,32,1,32,57,1,14,0,5,40,31,,,,,
2018-03-13,33,2,33,58,2,15,0,6,41,32,,,,,
2018-03-14,34,3,34,59,0,16,0,0,42,33,,,,,
2018-03-15,35,0,35,60,1,17,1,1,43,34,,,,,
2018-03-16,36,0,36,61,0,18,2,2,44,35,,,,,
2018-03-17,37,1,37,62,1,19,3,3,45,36,,,,,
2018-03-18,0,2,0,63,2,20,4,4,46,37,,,,,
2018-03-19,0,3,0,64,3,21,5,5,47,38,,,,,
2018-03-20,0,4,0,0,4,22,6,6,48,39,,,,,
2018-03-21,1,5,1,1,5,23,7,7,0,0,,,,,
2018-03-22,2,6,2,2,6,24,8,8,1,1,,,,,
2018-03-23,3,7,3,3,0,25,9,9,2,2,,,,,
2018-03-24,4,0,4,4,1,26,10,10,3,3,,,,,
2018-03-25,5,0,5,5,0,27,11,11,4,4,,,,,
2018-03-26,6,0,6,6,1,28,12,12,0,0,,,,,
2018-03-27,7,1,7,7,2,29,13,13,0,0,,,,,
2018-03-28,8,2,8,8,3,30,14,14,1,1,,,,,
2018-03-29,9,3,9,9,4,31,0,15,2,2,,,,,
2018-03-30,10,4,10,10,5,32,0,0,3,3,,,,,
2018-03-31,11,5,11,11,6,33,0,0,4,4,,,,,
2018-04-01,12,6,12,12,7,34,0,0,5,5,,,,,
2018-04-02,13,0,0,13,8,35,0,0,6,6,,,,,
2018-04-03,14,1,1,14,9,0,0,0,7,7,,,,,
2018-04-04,15,2,0,15,10,0,0,0,8,8,,,,,
2018-04-05,0,3,0,16,11,1,0,0,9,9,,,,,
2018-04-06,1,4,1,17,12,2,0,0,10,10,,,,,
2018-04-07,0,5,0,0,13,3,0,0,11,11,,,,,
2018-04-08,0,6,0,0,14,4,1,0,12,12,,,,,
2018-04-09,0,7,1,1,15,5,2,0,0,0,,,,,
2018-04-10,1,8,2,2,16,6,3,1,0,0,,,,,
2018-04-11,0,9,0,0,17,0,4,0,1,0,,,,,
2018-04-12,1,0,1,0,0,0,5,1,2,1,,,,,
2018-04-13,2,1,2,1,1,0,6,2,3,2,,,,,
2018-04-14,0,2,0,0,2,1,7,3,0,0,,,,,
2018-04-15,0,3,1,1,3,0,8,4,0,1,,,,,
2018-04-16,1,4,2,2,4,1,9,5,0,2,,,,,
2018-04-17,2,5,3,0,0,2,10,6,1,3,,,,,
2018-04-18,0,0,4,1,0,3,11,0,2,4,,,,,
2018-04-19,1,0,5,0,0,4,12,1,3,5,,,,,
2018-04-20,2,1,6,0,1,5,13,2,4,6,,,,,
2018-04-21,3,2,7,0,2,6,14,3,5,7,,,,,
2018-04-22,4,0,8,1,0,7,15,4,6,8,,,,,
2018-04-23,0,0,0,2,0,8,16,5,0,9,,,,,
2018-04-24,1,0,1,3,1,9,17,6,1,10,,,,,
2018-04-25,2,1,2,4,2,10,18,7,2,11,,,,,
2018-04-26,3,2,3,5,3,11,19,8,3,12,,,,,
2018-04-27,4,3,4,6,4,12,20,9,4,13,,,,,
2018-04-28,5,4,5,7,5,13,21,10,5,14,,,,,
2018-04-29,6,5,6,0,6,14,22,11,6,15,,,,,
2018-04-30,7,6,7,0,7,15,23,12,7,16,,,,,
2018-05-01,8,7,0,1,8,16,24,13,8,17,,,,,
2018-05-02,9,8,1,2,9,17,25,0,9,18,,,,,
2018-05-03,10,9,2,3,10,18,26,1,10,19,,,,,
2018-05-04,11,10,3,4,11,0,27,2,11,20,,,,,
2018-05-05,12,0,4,5,12,1,28,3,12,21,,,,,
2018-05-06,13,1,5,6,13,2,29,4,13,22,,,,,
2018-05-07,14,2,6,7,14,3,30,5,14,23,,,,,
2018-05-08,15,3,7,8,15,4,31,6,15,24,,,,,
2018-05-09,16,4,8,9,16,0,32,7,16,25,,,,,
2018-05-10,17,5,9,10,17,0,33,8,0,26,,,,,
2018-05-11,0,6,0,11,18,1,34,9,1,27,,,,,
2018-05-12,1,7,0,12,19,2,35,10,0,0,,,,,
2018-05-13,0,8,1,13,20,3,36,11,1,1,,,,,
2018-05-14,1,9,2,14,21,4,37,12,2,2,,,,,
2018-05-15,2,10,3,15,22,5,38,13,3,3,,,,,
2018-05-16,3,11,4,16,23,6,39,14,0,0,,,,,
2018-05-17,4,12,5,17,24,7,40,15,0,1,,,,,
2018-05-18,0,13,6,18,25,0,41,16,0,2,,,,,
2018-05-19,0,14,7,19,26,0,42,17,1,0,,,,,
2018-05-20,1,15,8,20,27,1,43,18,2,0,,,,,
2018-05-21,0,16,0,21,28,2,44,19,3,0,,,,,
2018-05-22,1,0,1,22,0,3,45,20,0,1,,,,,
2018-05-23,2,0,2,23,1,4,46,21,0,2,,,,,
2018-05-24,3,1,0,24,2,0,47,22,0,3,,,,,
2018-05-25,4,2,1,25,3,1,48,23,1,4,,,,,
2018-05-26,5,3,2,26,4,2,49,24,2,5,,,,,
2018-05-27,6,4,3,27,5,3,50,25,0,0,,,,,
2018-05-28,7,5,4,28,6,0,51,26,1,1,,,,,
2018-05-29,8,6,5,29,0,1,52,27,2,2,,,,,
2018-05-30,0,7,0,30,0,2,53,28,0,3,,,,,
2018-05-31,1,8,1,31,1,3,54,29,1,4,,,,,
2018-06-01,2,0,2,32,0,4,55,30,2,5,,,,,
2018-06-02,3,1,3,33,1,5,0,0,3,6,,,,,
2018-06-03,4,2,4,34,2,0,0,0,0,0,,,,,
2018-06-04,5,3,5,35,0,0,1,1,0,1,,,,,
2018-06-05,6,4,6,0,1,1,2,2,1,2,,,,,
